2,16.8,1,1,1,1,6
5,21.2,1,1,1,1,6
10,27.2,1,1,1,1,6
30,35.2,1,1,1,1,6


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR6
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,14.2,1,1,1,1,7
0.5,15.4,1,1,1,1,7
0.75,16.2,1,1,1,1,7
1,16.8,1,1,1,1,7
2,17.8,1,1,1,1,7
5,22.2,1,1,1,1,7
10,28.2,1,1,1,1,7
30,36.2,1,1,1,1,7


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR7
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,15.2,1,1,1,1,8
0.5,16.4,1,1,1,1,8
0.75,17.2,1,1,1,1,8
1,17.8,1,1,1,1,8
2,18.8,1,1,1,1,8
5,23.2,1,1,1,1,8
10,29.2,1,1,1,1,8
30,37.2,1,1,1,1,8


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR8
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,16.2,1,1,1,1,9
0.5,17.4,1,1,1,1,9
0.75,18.2,1,1,1,1,9
1,18.8,1,1,1,1,9
2,19.8,1,1,1,1,9
5,24.2,1,1,1,1,9
10,30.2,1,1,1,1,9
30,38.2,1,1,1,1,9


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR9
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,17.2,1,1,1,1,10
0.5,18.4,1,1,1,1,10
0.75,19.2,1,1,1,1,10
1,19.8,1,1,1,1,10
2,20.8,1,1,1,1,10
5,25.2,1,1,1,1,10
10,31.2,1,1,1,1,10
30,39.2,1,1,1,1,10


# Region: France, Monaco, Andorra
# Colissimo France avec recommande CR10
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.25,18.2,1,1,1,1,11
0.5,19.4,1,1,1,1,11
0.75,20.2,1,1,1,1,11
1,20.8,1,1,1,1,11
2,21.8,1,1,1,1,11
5,26.2,1,1,1,1,11
10,32.2,1,1,1,1,11
30,40.2,1,1,1,1,11


# Region: France, Monaco, Andorra
# Lettre verte France LV
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02, 0.73, 0,0,0,1,13
0.1, 1.46, 0,0,0,1,13
0.25, 2.92, 0,0,0,1,13
0.5, 4.38, 0,0,0,1,13
3, 5.84, 0,0,0,1,13

# Region: France, Monaco, Andorra
# Lettre prioritaire France LP
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02, 0.85, 0,0,0,1,14
0.1, 1.70, 0,0,0,1,14
0.25, 3.4, 0,0,0,1,14
0.5, 5.1, 0,0,0,1,14
3, 6.8, 0,0,0,1,14

# Region: France, Monaco, Andorra
# Lettre recommandée sans accuse France LR1
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02, 3.95,  1,0,0,1,15
0.05, 4.45,  1,0,0,1,15
0.1, 5.05,  1,0,0,1,15
0.25, 6.15,  1,0,0,1,15
0.5, 7.2,  1,0,0,1,15
1, 8.3,  1,0,0,1,15
2, 9.85,  1,0,0,1,15
3, 11,  1,0,0,1,15

# Region: France, Monaco, Andorra
# Lettre recommandée sans accuse France LR2
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02, 4.65,  1,0,0,1,16
0.05, 5.15,  1,0,0,1,16
0.1, 5.7,  1,0,0,1,16
0.25, 6.9,  1,0,0,1,16
0.5, 7.85,  1,0,0,1,16
1, 9,  1,0,0,1,16
2, 10.55,  1,0,0,1,16
3, 11.65,  1,0,0,1,16

# Region: France, Monaco, Andorra
# Lettre recommandée sans accuse France LR3
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02, 5.70,  1,0,0,1,17
0.05, 6.15,  1,0,0,1,17
0.1, 6.75,  1,0,0,1,17
0.25, 7.9,  1,0,0,1,17
0.5, 8.9,  1,0,0,1,17
1, 10,  1,0,0,1,17
2, 11.6,  1,0,0,1,17
3, 12.7,  1,0,0,1,17

# Region: France, Monaco, Andorra
# Lettre recommandée avec accuse France LRA1
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02,5.1,1,1,0,1,18
0.05,5.6,1,1,0,1,18
0.1,6.2,1,1,0,1,18
0.25,7.3,1,1,0,1,18
0.5,8.35,1,1,0,1,18
1,9.45,1,1,0,1,18
2,11,1,1,0,1,18
3,12.15,1,1,0,1,18


# Region: France, Monaco, Andorra
# Lettre recommandée avec accuse France LRA2
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02,5.8,1,1,0,1,19
0.05,6.3,1,1,0,1,19
0.1,6.85,1,1,0,1,19
0.25,8.05,1,1,0,1,19
0.5,9,1,1,0,1,19
1,10.15,1,1,0,1,19
2,11.7,1,1,0,1,19
3,12.8,1,1,0,1,19


# Region: France, Monaco, Andorra
# Lettre recommandee avec accuse France LRA3
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.02,6.85,1,1,0,1,20
0.05,7.3,1,1,0,1,20
0.1,7.9,1,1,0,1,20
0.25,9.05,1,1,0,1,20
0.5,10.05,1,1,0,1,20
1,11.15,1,1,0,1,20
2,12.75,1,1,0,1,20
3,13.85,1,1,0,1,20


######################### Region: outre-mer ######################
##### OM1

# Region: outre-mer OM1
# Lettre verte outre-mer OM1 LV
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.01, 0.78, 0,0,0,2,13
0.02, 0.83, 0,0,0,2,13
0.03, 1.61, 0,0,0,2,13
0.04, 1.66, 0,0,0,2,13
0.05, 1.71, 0,0,0,2,13
0.06, 1.76, 0,0,0,2,13
0.07, 1.81, 0,0,0,2,13
0.08, 1.86, 0,0,0,2,13
0.09, 1.91, 0,0,0,2,13
0.10, 1.96, 0,0,0,2,13
0.11, 3.47, 0,0,0,2,13
0.12, 3.52, 0,0,0,2,13
0.13, 3.57, 0,0,0,2,13
0.14, 3.62, 0,0,0,2,13
0.15, 3.67, 0,0,0,2,13
0.16, 3.72, 0,0,0,2,13
0.17, 3.77, 0,0,0,2,13
0.18, 3.82, 0,0,0,2,13
0.19, 3.87, 0,0,0,2,13
0.20, 3.92, 0,0,0,2,13
0.21, 3.97, 0,0,0,2,13
0.22, 4.02, 0,0,0,2,13
0.23, 4.07, 0,0,0,2,13
0.24, 4.12, 0,0,0,2,13
0.25, 4.17, 0,0,0,2,13
0.26, 5.68, 0,0,0,2,13
0.27, 5.73, 0,0,0,2,13
0.28, 5.78, 0,0,0,2,13
0.29, 5.83, 0,0,0,2,13
0.30, 5.88, 0,0,0,2,13
0.31, 5.93, 0,0,0,2,13
0.32, 5.98, 0,0,0,2,13
0.33, 6.03, 0,0,0,2,13
0.34, 6.08, 0,0,0,2,13
0.35, 6.13, 0,0,0,2,13
0.36, 6.18, 0,0,0,2,13
0.37, 6.23, 0,0,0,2,13
0.38, 6.28, 0,0,0,2,13
0.39, 6.33, 0,0,0,2,13
0.40, 6.38, 0,0,0,2,13
0.41, 6.43, 0,0,0,2,13
0.42, 6.48, 0,0,0,2,13
0.43, 6.53, 0,0,0,2,13
0.44, 6.58, 0,0,0,2,13
0.45, 6.63, 0,0,0,2,13
0.46, 6.68, 0,0,0,2,13
0.47, 6.73, 0,0,0,2,13
0.48, 6.78, 0,0,0,2,13
0.49, 6.83, 0,0,0,2,13
0.50, 6.88, 0,0,0,2,13
0.51, 8.39, 0,0,0,2,13
0.52, 8.44, 0,0,0,2,13
0.53, 8.49, 0,0,0,2,13
0.54, 8.54, 0,0,0,2,13
0.55, 8.59, 0,0,0,2,13
0.56, 8.64, 0,0,0,2,13
0.57, 8.69, 0,0,0,2,13
0.58, 8.74, 0,0,0,2,13
0.59, 8.79, 0,0,0,2,13
0.60, 8.84, 0,0,0,2,13
0.61, 8.89, 0,0,0,2,13
0.62, 8.94, 0,0,0,2,13
0.63, 8.99, 0,0,0,2,13
0.64, 9.04, 0,0,0,2,13
0.65, 9.09, 0,0,0,2,13
0.66, 9.14, 0,0,0,2,13
0.67, 9.19, 0,0,0,2,13
0.68, 9.24, 0,0,0,2,13
0.69, 9.29, 0,0,0,2,13
0.70, 9.34, 0,0,0,2,13
0.71, 9.39, 0,0,0,2,13
0.72, 9.44, 0,0,0,2,13
0.73, 9.49, 0,0,0,2,13
0.74, 9.54, 0,0,0,2,13
0.75, 9.59, 0,0,0,2,13
0.76, 9.64, 0,0,0,2,13
0.77, 9.69, 0,0,0,2,13
0.78, 9.74, 0,0,0,2,13
0.79, 9.79, 0,0,0,2,13
0.80, 9.84, 0,0,0,2,13
0.81, 9.89, 0,0,0,2,13
0.82, 9.94, 0,0,0,2,13
0.83, 9.99, 0,0,0,2,13
0.84, 10.04, 0,0,0,2,13
0.85, 10.09, 0,0,0,2,13
0.86, 10.14, 0,0,0,2,13
0.87, 10.19, 0,0,0,2,13
0.88, 10.24, 0,0,0,2,13
0.89, 10.29, 0,0,0,2,13
0.90, 10.34, 0,0,0,2,13
0.91, 10.39, 0,0,0,2,13
0.92, 10.44, 0,0,0,2,13
0.93, 10.49, 0,0,0,2,13
0.94, 10.54, 0,0,0,2,13
0.95, 10.59, 0,0,0,2,13
0.96, 10.64, 0,0,0,2,13
0.97, 10.69, 0,0,0,2,13
0.98, 10.74, 0,0,0,2,13
0.99, 10.79, 0,0,0,2,13
1.00, 10.84, 0,0,0,2,13
1.01, 10.89, 0,0,0,2,13
1.02, 10.94, 0,0,0,2,13
1.03, 10.99, 0,0,0,2,13
1.04, 11.04, 0,0,0,2,13
1.05, 11.09, 0,0,0,2,13
1.06, 11.14, 0,0,0,2,13
1.07, 11.19, 0,0,0,2,13
1.08, 11.24, 0,0,0,2,13
1.09, 11.29, 0,0,0,2,13
1.10, 11.34, 0,0,0,2,13
1.11, 11.39, 0,0,0,2,13
1.12, 11.44, 0,0,0,2,13
1.13, 11.49, 0,0,0,2,13
1.14, 11.54, 0,0,0,2,13
1.15, 11.59, 0,0,0,2,13
1.16, 11.64, 0,0,0,2,13
1.17, 11.69, 0,0,0,2,13
1.18, 11.74, 0,0,0,2,13
1.19, 11.79, 0,0,0,2,13
1.20, 11.84, 0,0,0,2,13
1.21, 11.89, 0,0,0,2,13
1.22, 11.94, 0,0,0,2,13
1.23, 11.99, 0,0,0,2,13
1.24, 12.04, 0,0,0,2,13
1.25, 12.09, 0,0,0,2,13
1.26, 12.14, 0,0,0,2,13
1.27, 12.19, 0,0,0,2,13
1.28, 12.24, 0,0,0,2,13
1.29, 12.29, 0,0,0,2,13
1.30, 12.34, 0,0,0,2,13
1.31, 12.39, 0,0,0,2,13
1.32, 12.44, 0,0,0,2,13
1.33, 12.49, 0,0,0,2,13
1.34, 12.54, 0,0,0,2,13
1.35, 12.59, 0,0,0,2,13
1.36, 12.64, 0,0,0,2,13
1.37, 12.69, 0,0,0,2,13
1.38, 12.74, 0,0,0,2,13
1.39, 12.79, 0,0,0,2,13
1.40, 12.84, 0,0,0,2,13
1.41, 12.89, 0,0,0,2,13
1.42, 12.94, 0,0,0,2,13
1.43, 12.99, 0,0,0,2,13
1.44, 13.04, 0,0,0,2,13
1.45, 13.09, 0,0,0,2,13
1.46, 13.14, 0,0,0,2,13
1.47, 13.19, 0,0,0,2,13
1.48, 13.24, 0,0,0,2,13
1.49, 13.29, 0,0,0,2,13
1.50, 13.34, 0,0,0,2,13
1.51, 13.39, 0,0,0,2,13
1.52, 13.44, 0,0,0,2,13
1.53, 13.49, 0,0,0,2,13
1.54, 13.54, 0,0,0,2,13
1.55, 13.59, 0,0,0,2,13
1.56, 13.64, 0,0,0,2,13
1.57, 13.69, 0,0,0,2,13
1.58, 13.74, 0,0,0,2,13
1.59, 13.79, 0,0,0,2,13
1.60, 13.84, 0,0,0,2,13
1.61, 13.89, 0,0,0,2,13
1.62, 13.94, 0,0,0,2,13
1.63, 13.99, 0,0,0,2,13
1.64, 14.04, 0,0,0,2,13
1.65, 14.09, 0,0,0,2,13
1.66, 14.14, 0,0,0,2,13
1.67, 14.19, 0,0,0,2,13
1.68, 14.24, 0,0,0,2,13
1.69, 14.29, 0,0,0,2,13
1.70, 14.34, 0,0,0,2,13
1.71, 14.39, 0,0,0,2,13
1.72, 14.44, 0,0,0,2,13
1.73, 14.49, 0,0,0,2,13
1.74, 14.54, 0,0,0,2,13
1.75, 14.59, 0,0,0,2,13
1.76, 14.64, 0,0,0,2,13
1.77, 14.69, 0,0,0,2,13
1.78, 14.74, 0,0,0,2,13
1.79, 14.79, 0,0,0,2,13
1.80, 14.84, 0,0,0,2,13
1.81, 14.89, 0,0,0,2,13
1.82, 14.94, 0,0,0,2,13
1.83, 14.99, 0,0,0,2,13
1.84, 15.04, 0,0,0,2,13
1.85, 15.09, 0,0,0,2,13
1.86, 15.14, 0,0,0,2,13
1.87, 15.19, 0,0,0,2,13
1.88, 15.24, 0,0,0,2,13
1.89, 15.29, 0,0,0,2,13
1.90, 15.34, 0,0,0,2,13
1.91, 15.39, 0,0,0,2,13
1.92, 15.44, 0,0,0,2,13
1.93, 15.49, 0,0,0,2,13
1.94, 15.54, 0,0,0,2,13
1.95, 15.59, 0,0,0,2,13
1.96, 15.64, 0,0,0,2,13
1.97, 15.69, 0,0,0,2,13
1.98, 15.74, 0,0,0,2,13
1.99, 15.79, 0,0,0,2,13
2.00, 15.84, 0,0,0,2,13
2.01, 15.89, 0,0,0,2,13
2.02, 15.94, 0,0,0,2,13
2.03, 15.99, 0,0,0,2,13
2.04, 16.04, 0,0,0,2,13
2.05, 16.09, 0,0,0,2,13
2.06, 16.14, 0,0,0,2,13
2.07, 16.19, 0,0,0,2,13
2.08, 16.24, 0,0,0,2,13
2.09, 16.29, 0,0,0,2,13
2.10, 16.34, 0,0,0,2,13
2.11, 16.39, 0,0,0,2,13
2.12, 16.44, 0,0,0,2,13
2.13, 16.49, 0,0,0,2,13
2.14, 16.54, 0,0,0,2,13
2.15, 16.59, 0,0,0,2,13
2.16, 16.64, 0,0,0,2,13
2.17, 16.69, 0,0,0,2,13
2.18, 16.74, 0,0,0,2,13
2.19, 16.79, 0,0,0,2,13
2.20, 16.84, 0,0,0,2,13
2.21, 16.89, 0,0,0,2,13
2.22, 16.94, 0,0,0,2,13
2.23, 16.99, 0,0,0,2,13
2.24, 17.04, 0,0,0,2,13
2.25, 17.09, 0,0,0,2,13
2.26, 17.14, 0,0,0,2,13
2.27, 17.19, 0,0,0,2,13
2.28, 17.24, 0,0,0,2,13
2.29, 17.29, 0,0,0,2,13
2.30, 17.34, 0,0,0,2,13
2.31, 17.39, 0,0,0,2,13
2.32, 17.44, 0,0,0,2,13
2.33, 17.49, 0,0,0,2,13
2.34, 17.54, 0,0,0,2,13
2.35, 17.59, 0,0,0,2,13
2.36, 17.64, 0,0,0,2,13
2.37, 17.69, 0,0,0,2,13
2.38, 17.74, 0,0,0,2,13
2.39, 17.79, 0,0,0,2,13
2.40, 17.84, 0,0,0,2,13
2.41, 17.89, 0,0,0,2,13
2.42, 17.94, 0,0,0,2,13
2.43, 17.99, 0,0,0,2,13
2.44, 18.04, 0,0,0,2,13
2.45, 18.09, 0,0,0,2,13
2.46, 18.14, 0,0,0,2,13
2.47, 18.19, 0,0,0,2,13
2.48, 18.24, 0,0,0,2,13
2.49, 18.29, 0,0,0,2,13
2.50, 18.34, 0,0,0,2,13
2.51, 18.39, 0,0,0,2,13
2.52, 18.44, 0,0,0,2,13
2.53, 18.49, 0,0,0,2,13
2.54, 18.54, 0,0,0,2,13
2.55, 18.59, 0,0,0,2,13
2.56, 18.64, 0,0,0,2,13
2.57, 18.69, 0,0,0,2,13
2.58, 18.74, 0,0,0,2,13
2.59, 18.79, 0,0,0,2,13
2.60, 18.84, 0,0,0,2,13
2.61, 18.89, 0,0,0,2,13
2.62, 18.94, 0,0,0,2,13
2.63, 18.99, 0,0,0,2,13
2.64, 19.04, 0,0,0,2,13
2.65, 19.09, 0,0,0,2,13
2.66, 19.14, 0,0,0,2,13
2.67, 19.19, 0,0,0,2,13
2.68, 19.24, 0,0,0,2,13
2.69, 19.29, 0,0,0,2,13
2.70, 19.34, 0,0,0,2,13
2.71, 19.39, 0,0,0,2,13
2.72, 19.44, 0,0,0,2,13
2.73, 19.49, 0,0,0,2,13
2.74, 19.54, 0,0,0,2,13
2.75, 19.59, 0,0,0,2,13
2.76, 19.64, 0,0,0,2,13
2.77, 19.69, 0,0,0,2,13
2.78, 19.74, 0,0,0,2,13
2.79, 19.79, 0,0,0,2,13
2.80, 19.84, 0,0,0,2,13
2.81, 19.89, 0,0,0,2,13
2.82, 19.94, 0,0,0,2,13
2.83, 19.99, 0,0,0,2,13
2.84, 20.04, 0,0,0,2,13
2.85, 20.09, 0,0,0,2,13
2.86, 20.14, 0,0,0,2,13
2.87, 20.19, 0,0,0,2,13
2.88, 20.24, 0,0,0,2,13
2.89, 20.29, 0,0,0,2,13
2.90, 20.34, 0,0,0,2,13
2.91, 20.39, 0,0,0,2,13
2.92, 20.44, 0,0,0,2,13
2.93, 20.49, 0,0,0,2,13
2.94, 20.54, 0,0,0,2,13
2.95, 20.59, 0,0,0,2,13
2.96, 20.64, 0,0,0,2,13
2.97, 20.69, 0,0,0,2,13
2.98, 20.74, 0,0,0,2,13
2.99, 20.79, 0,0,0,2,13
3.00, 20.84, 0,0,0,2,13


# Region: outre-mer OM1
# Lettre prioritaire outre-mer OM1 LP
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.01, 0.90, 0,0,0,2,14
0.02, 0.95, 0,0,0,2,14
0.03, 1.85, 0,0,0,2,14
0.04, 1.90, 0,0,0,2,14
0.05, 1.95, 0,0,0,2,14
0.06, 2.00, 0,0,0,2,14
0.07, 2.05, 0,0,0,2,14
0.08, 2.10, 0,0,0,2,14
0.09, 2.15, 0,0,0,2,14
0.10, 2.20, 0,0,0,2,14
0.11, 3.95, 0,0,0,2,14
0.12, 4.00, 0,0,0,2,14
0.13, 4.05, 0,0,0,2,14
0.14, 4.10, 0,0,0,2,14
0.15, 4.15, 0,0,0,2,14
0.16, 4.20, 0,0,0,2,14
0.17, 4.25, 0,0,0,2,14
0.18, 4.30, 0,0,0,2,14
0.19, 4.35, 0,0,0,2,14
0.20, 4.40, 0,0,0,2,14
0.21, 4.45, 0,0,0,2,14
0.22, 4.50, 0,0,0,2,14
0.23, 4.55, 0,0,0,2,14
0.24, 4.60, 0,0,0,2,14
0.25, 4.65, 0,0,0,2,14
0.26, 6.40, 0,0,0,2,14
0.27, 6.45, 0,0,0,2,14
0.28, 6.50, 0,0,0,2,14
0.29, 6.55, 0,0,0,2,14
0.30, 6.60, 0,0,0,2,14
0.31, 6.65, 0,0,0,2,14
0.32, 6.70, 0,0,0,2,14
0.33, 6.75, 0,0,0,2,14
0.34, 6.80, 0,0,0,2,14
0.35, 6.85, 0,0,0,2,14
0.36, 6.90, 0,0,0,2,14
0.37, 6.95, 0,0,0,2,14
0.38, 7.00, 0,0,0,2,14
0.39, 7.05, 0,0,0,2,14
0.40, 7.10, 0,0,0,2,14
0.41, 7.15, 0,0,0,2,14
0.42, 7.20, 0,0,0,2,14
0.43, 7.25, 0,0,0,2,14
0.44, 7.30, 0,0,0,2,14
0.45, 7.35, 0,0,0,2,14
0.46, 7.40, 0,0,0,2,14
0.47, 7.45, 0,0,0,2,14
0.48, 7.50, 0,0,0,2,14
0.49, 7.55, 0,0,0,2,14
0.50, 7.60, 0,0,0,2,14
0.51, 9.35, 0,0,0,2,14
0.52, 9.40, 0,0,0,2,14
0.53, 9.45, 0,0,0,2,14
0.54, 9.50, 0,0,0,2,14
0.55, 9.55, 0,0,0,2,14
0.56, 9.60, 0,0,0,2,14
0.57, 9.65, 0,0,0,2,14
0.58, 9.70, 0,0,0,2,14
0.59, 9.75, 0,0,0,2,14
0.60, 9.80, 0,0,0,2,14
0.61, 9.85, 0,0,0,2,14
0.62, 9.90, 0,0,0,2,14
0.63, 9.95, 0,0,0,2,14
0.64, 10.00, 0,0,0,2,14
0.65, 10.05, 0,0,0,2,14
0.66, 10.10, 0,0,0,2,14
0.67, 10.15, 0,0,0,2,14
0.68, 10.20, 0,0,0,2,14
0.69, 10.25, 0,0,0,2,14
0.70, 10.30, 0,0,0,2,14
0.71, 10.35, 0,0,0,2,14
0.72, 10.40, 0,0,0,2,14
0.73, 10.45, 0,0,0,2,14
0.74, 10.50, 0,0,0,2,14
0.75, 10.55, 0,0,0,2,14
0.76, 10.60, 0,0,0,2,14
0.77, 10.65, 0,0,0,2,14
0.78, 10.70, 0,0,0,2,14
0.79, 10.75, 0,0,0,2,14
0.80, 10.80, 0,0,0,2,14
0.81, 10.85, 0,0,0,2,14
0.82, 10.90, 0,0,0,2,14
0.83, 10.95, 0,0,0,2,14
0.84, 11.00, 0,0,0,2,14
0.85, 11.05, 0,0,0,2,14
0.86, 11.10, 0,0,0,2,14
0.87, 11.15, 0,0,0,2,14
0.88, 11.20, 0,0,0,2,14
0.89, 11.25, 0,0,0,2,14
0.90, 11.30, 0,0,0,2,14
0.91, 11.35, 0,0,0,2,14
0.92, 11.40, 0,0,0,2,14
0.93, 11.45, 0,0,0,2,14
0.94, 11.50, 0,0,0,2,14
0.95, 11.55, 0,0,0,2,14
0.96, 11.60, 0,0,0,2,14
0.97, 11.65, 0,0,0,2,14
0.98, 11.70, 0,0,0,2,14
0.99, 11.75, 0,0,0,2,14
1.00, 11.80, 0,0,0,2,14
1.01, 11.85, 0,0,0,2,14
1.02, 11.90, 0,0,0,2,14
1.03, 11.95, 0,0,0,2,14
1.04, 12.00, 0,0,0,2,14
1.05, 12.05, 0,0,0,2,14
1.06, 12.10, 0,0,0,2,14
1.07, 12.15, 0,0,0,2,14
1.08, 12.20, 0,0,0,2,14
1.09, 12.25, 0,0,0,2,14
1.10, 12.30, 0,0,0,2,14
1.11, 12.35, 0,0,0,2,14
1.12, 12.40, 0,0,0,2,14
1.13, 12.45, 0,0,0,2,14
1.14, 12.50, 0,0,0,2,14
1.15, 12.55, 0,0,0,2,14
1.16, 12.60, 0,0,0,2,14
1.17, 12.65, 0,0,0,2,14
1.18, 12.70, 0,0,0,2,14
1.19, 12.75, 0,0,0,2,14
1.20, 12.80, 0,0,0,2,14
1.21, 12.85, 0,0,0,2,14
1.22, 12.90, 0,0,0,2,14
1.23, 12.95, 0,0,0,2,14
1.24, 13.00, 0,0,0,2,14
1.25, 13.05, 0,0,0,2,14
1.26, 13.10, 0,0,0,2,14
1.27, 13.15, 0,0,0,2,14
1.28, 13.20, 0,0,0,2,14
1.29, 13.25, 0,0,0,2,14
1.30, 13.30, 0,0,0,2,14
1.31, 13.35, 0,0,0,2,14
1.32, 13.40, 0,0,0,2,14
1.33, 13.45, 0,0,0,2,14
1.34, 13.50, 0,0,0,2,14
1.35, 13.55, 0,0,0,2,14
1.36, 13.60, 0,0,0,2,14
1.37, 13.65, 0,0,0,2,14
1.38, 13.70, 0,0,0,2,14
1.39, 13.75, 0,0,0,2,14
1.40, 13.80, 0,0,0,2,14
1.41, 13.85, 0,0,0,2,14
1.42, 13.90, 0,0,0,2,14
1.43, 13.95, 0,0,0,2,14
1.44, 14.00, 0,0,0,2,14
1.45, 14.05, 0,0,0,2,14
1.46, 14.10, 0,0,0,2,14
1.47, 14.15, 0,0,0,2,14
1.48, 14.20, 0,0,0,2,14
1.49, 14.25, 0,0,0,2,14
1.50, 14.30, 0,0,0,2,14
1.51, 14.35, 0,0,0,2,14
1.52, 14.40, 0,0,0,2,14
1.53, 14.45, 0,0,0,2,14
1.54, 14.50, 0,0,0,2,14
1.55, 14.55, 0,0,0,2,14
1.56, 14.60, 0,0,0,2,14
1.57, 14.65, 0,0,0,2,14
1.58, 14.70, 0,0,0,2,14
1.59, 14.75, 0,0,0,2,14
1.60, 14.80, 0,0,0,2,14
1.61, 14.85, 0,0,0,2,14
1.62, 14.90, 0,0,0,2,14
1.63, 14.95, 0,0,0,2,14
1.64, 15.00, 0,0,0,2,14
1.65, 15.05, 0,0,0,2,14
1.66, 15.10, 0,0,0,2,14
1.67, 15.15, 0,0,0,2,14
1.68, 15.20, 0,0,0,2,14
